id,F Name,L Name,Gender,Location,Categories,Hit count,Total Views
1001,Anaya,Bakshi,Male,Mizoram,"['Ministry of Tribal Affairs', 'Ministry of Law and Justice', 'Ministry of Culture', 'Department of Atomic Energies']",66,39
1002,Diya,Datta,Male,Delhi,"['Ministry of External Affairs', 'Ministry of Defence']",31,29
1003,Diya,Kaur,Male,Haryana,"['Ministry of Law and Justice', 'Ministry of Tribal Affairs']",44,67
1004,Darsh,Singh,Male,Odisha,"['Ministry of Science and Technology', ""Prime Minister's Office""]",25,9
1005,Myra,Kumar,Female,Telangana,['Ministry of Youth Affairs and Sports'],81,53
1006,Aaryan,Parekh,Male,Lakshadweep,['Ministry of Coal'],36,41
1007,Angel,Gokhale,Male,Telangana,"['Ministry of Civil Aviation', 'AYUSH', 'Ministry of Agriculture and Farmers Welfare']",53,30
1008,Shaurya,Ahuja,Male,Odisha,['Ministry of External Affairs'],21,46
1009,Aarav,Mannan,Male,Dadra and Nagar Haveli,"['Ministry of Commerce and Industry', 'Ministry of Law and Justice', 'Ministry of Petroleum and Natural Gases']",17,52
1010,Ahana,Bakshi,Male,Karnataka,['Ministry of Law and Justice'],60,13
1011,Aaradhya,Jha,Male,Karnataka,"['Ministry of Coal', 'Ministry of Commerce and Industry', 'Ministry of Communications']",74,38
1012,Aarav,Kapoor,Female,Himachal Pradesh,"['Ministry of Company Affairs', 'Ministry of Electronics and IT']",81,2
1013,Aaryan,Gokhale,Male,West Bengal,"['Ministry of Law and Justice', 'Ministry of Information and Broadcasting', 'Ministry of Science and Technology']",7,48
1014,Anya,Khurana,Female,Meghalaya,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Tribal Affairs', 'Ministry of Science and Technology']",41,28
1015,Shaurya,Mani,Male,Uttarakhand,"['Ministry of Information and Broadcasting', 'Ministry of External Affairs']",10,35
1016,Prisha,Bajwa,Male,Puducherry,['AYUSH'],95,57
1017,Pari,Bajwa,Female,Jharkhand,['Ministry of Agriculture and Farmers Welfare'],9,54
1018,Siya,Kaur,Female,Andaman and Nicobar Islands,['AYUSH'],35,62
1019,Veer,Biswas,Male,Delhi,"['Ministry of Science and Technology', 'Ministry of Company Affairs', 'Ministry of Information and Broadcasting', 'AYUSH']",19,17
1020,Vivaan,Kohli,Male,Chhattisgarh,"['Ministry of Culture', 'Ministry of Tribal Affairs', ""Prime Minister's Office""]",20,15
1021,Myra,Kaur,Female,Meghalaya,['Ministry of Electronics and IT'],69,3
1022,Vihaan,Chandra,Female,Chhattisgarh,"['Ministry of Youth Affairs and Sports', 'Ministry of Steel']",93,93
1023,Vivaan,Balakrishna,Male,Telangana,['Department of Atomic Energies'],30,93
1024,Ritvik,Anand,Male,Kerala,"['Ministry of Steel', 'Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs', ""Prime Minister's Office""]",43,27
1025,Atharva,Mani,Female,Kerala,['Ministry of Law and Justice'],28,25
1026,Advaith,Khanna,Female,Uttarakhand,"['Ministry of Power', 'Ministry of Steel', 'Ministry of Housing and Urban Affairs', 'Ministry of Civil Aviation']",20,27
1027,Darsh,Sachdev,Female,Himachal Pradesh,"['Ministry of Youth Affairs and Sports', 'Ministry of Company Affairs', 'Ministry of Law and Justice']",56,18
1028,Ananya,Ahuja,Male,Tamil Nadu,['Ministry of Law and Justice'],62,92
1029,Prisha,Ahluwalia,Female,Rajasthan,"[""Prime Minister's Office"", 'Ministry of Coal', 'Ministry of Youth Affairs and Sports']",45,76
1030,Sara,Kaur,Male,Goa,['UPSC'],96,25
1031,Diya,Bajwa,Male,Puducherry,"['Ministry of Steel', 'Ministry of Defence', 'Ministry of Petroleum and Natural Gases', 'Ministry of Civil Aviation']",61,38
1032,Veer,Jain,Male,Nagaland,"[""Prime Minister's Office"", 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Power', 'Ministry of Tribal Affairs']",11,43
1033,Krishna,Biswas,Female,Maharashtra,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Information and Broadcasting', 'Ministry of Commerce and Industry', 'Ministry of Law and Justice']",51,2
1034,Myra,Mani,Male,Goa,"['Ministry of Science and Technology', 'Ministry of External Affairs', 'UPSC']",13,65
1035,Aarohi,Modi,Male,Lakshadweep,"['Ministry of Defence', 'Ministry of Steel']",6,75
1036,Vivaan,Gupta,Female,Odisha,"['Ministry of Commerce and Industry', ""Prime Minister's Office"", 'Ministry of Housing and Urban Affairs']",32,68
1037,Ishaan,Saraf,Male,Tamil Nadu,"['Ministry of Law and Justice', 'Ministry of Information and Broadcasting', 'Ministry of Agriculture and Farmers Welfare']",21,57
1038,Akshara,Bhasin,Female,Kerala,"['Ministry of Communications', 'Ministry of Civil Aviation', 'UPSC', 'Ministry of Youth Affairs and Sports']",17,45
1039,Veer,Das,Female,Goa,"['Ministry of Culture', 'Ministry of Tourism', 'Ministry of Science and Technology']",23,39
1040,Aarav,Dalal,Female,Arunachal Pradesh,"['Ministry of Housing and Urban Affairs', ""Prime Minister's Office""]",79,34
1041,Diya,Gandhi,Female,Puducherry,['Ministry of Housing and Urban Affairs'],20,82
1042,Reyansh,Bajwa,Male,Karnataka,['PM Speech'],81,85
1043,Aaradhya,Bakshi,Female,West Bengal,['Ministry of Company Affairs'],25,53
1044,Vihaan,Apte,Male,Rajasthan,['Department of Atomic Energies'],90,78
1045,Vihaan,Ganguly,Male,Haryana,['Ministry of External Affairs'],76,64
1046,Aaryan,Kaur,Female,Telangana,['Department of Atomic Energies'],74,37
1047,Anaya,Anand,Male,Andhra Pradesh,['Ministry of Youth Affairs and Sports'],45,32
1048,Krishna,Modi,Male,Mizoram,"['Ministry of Civil Aviation', 'Ministry of Coal']",36,10
1049,Vivaan,Bhasin,Female,Gujarat,['Ministry of Science and Technology'],63,74
1050,Atharva,Gill,Male,Sikkim,"['Ministry of Petroleum and Natural Gases', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Communications']",98,93
1051,Saanvi,Das,Female,Rajasthan,"['Ministry of External Affairs', 'Ministry of Electronics and IT', 'Ministry of Tourism']",63,47
1052,Reyansh,Datta,Female,West Bengal,['Ministry of Company Affairs'],62,62
1053,Anaya,Parekh,Male,Daman and Diu,"['Ministry of Tribal Affairs', 'Ministry of Petroleum and Natural Gases', 'Ministry of Electronics and IT']",67,59
1054,Iraa,Purohit,Female,Maharashtra,"['Ministry of Defence', 'Ministry of Company Affairs', 'Ministry of Youth Affairs and Sports', 'Ministry of Steel']",97,72
1055,Ritvik,Parekh,Male,Sikkim,"['Ministry of Steel', 'Ministry of Tribal Affairs']",96,79
1056,Dhruv,Kulkarni,Female,Madhya Pradesh,"['Ministry of Tribal Affairs', 'Ministry of Power']",31,57
1057,Arnav,Purohit,Female,Karnataka,"['Ministry of External Affairs', 'Department of Atomic Energies', 'Ministry of Petroleum and Natural Gases']",21,26
1058,Pranav,Bakshi,Male,Mizoram,"['Ministry of Information and Broadcasting', 'Ministry of External Affairs']",49,87
1059,Riya,Kohli,Male,Odisha,"['Ministry of Commerce and Industry', 'Ministry of Youth Affairs and Sports', 'Ministry of Agriculture and Farmers Welfare']",84,69
1060,Kabir,Kapoor,Female,Gujarat,"['Ministry of Petroleum and Natural Gases', 'AYUSH', 'Ministry of Culture', 'Ministry of Coal']",59,13
1061,Anya,Sachdev,Female,Nagaland,['AYUSH'],81,97
1062,Vihaan,Laghari,Female,Uttarakhand,"['Ministry of Power', 'Ministry of Civil Aviation', 'Ministry of Law and Justice', 'Ministry of Commerce and Industry']",84,66
1063,Vihaan,Basu,Female,Puducherry,['Ministry of Coal'],47,83
1064,Advik,Gandhi,Female,Delhi,['Ministry of Agriculture and Farmers Welfare'],33,77
1065,Ahana,Balakrishna,Male,Lakshadweep,"['Ministry of Electronics and IT', 'Ministry of Housing and Urban Affairs', 'Ministry of Agriculture and Farmers Welfare', ""Prime Minister's Office""]",48,11
1066,Dhruv,Parekh,Male,Delhi,['Ministry of External Affairs'],8,62
1067,Riya,Gandhi,Male,Jammu and Kashmir,"['Ministry of Law and Justice', 'Ministry of Tourism', 'Ministry of Youth Affairs and Sports', 'Ministry of Power']",94,72
1068,Pranav,Dubey,Male,Maharashtra,"['AYUSH', 'Ministry of Tribal Affairs', 'Ministry of External Affairs', 'Ministry of Steel']",48,35
1069,Aarav,Kohli,Male,Lakshadweep,"['Ministry of Steel', 'Ministry of Civil Aviation', 'Ministry of Communications', 'Ministry of Coal']",74,15
1070,Diya,Gupta,Male,Manipur,['Ministry of Power'],11,50
1071,Ananya,Laghari,Male,Andhra Pradesh,['Department of Atomic Energies'],22,66
1072,Eva,Khurana,Female,Andaman and Nicobar Islands,"['Ministry of Culture', 'Ministry of External Affairs']",71,56
1073,Aarohi,Lal,Female,Arunachal Pradesh,"['UPSC', 'Department of Atomic Energies', 'AYUSH']",69,91
1074,Krishna,Kumar,Male,Tripura,"['UPSC', 'Ministry of Youth Affairs and Sports', 'PM Speech']",98,11
1075,Darsh,Gandhi,Male,Sikkim,"[""Prime Minister's Office""]",80,50
1076,Darsh,Mehta,Female,Dadra and Nagar Haveli,"['Ministry of Steel', 'Ministry of Culture']",11,3
1077,Ananya,Malhotra,Male,Delhi,"['Ministry of Company Affairs', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tourism']",39,94
1078,Diya,Bhasin,Male,Uttarakhand,"['Ministry of Housing and Urban Affairs', 'Department of Atomic Energies']",58,62
1079,Ahana,Purohit,Female,Tripura,"['Ministry of Steel', 'Department of Atomic Energies', 'Ministry of Petroleum and Natural Gases', 'Ministry of Company Affairs']",22,58
1080,Siya,Ganguly,Female,Himachal Pradesh,['Ministry of Defence'],25,25
1081,Anika,Bakshi,Male,Odisha,"['Department of Atomic Energies', 'Ministry of Civil Aviation', 'Ministry of Culture']",55,54
1082,Kabir,Saraf,Male,Gujarat,"['Ministry of Petroleum and Natural Gases', 'Ministry of Communications', 'Ministry of External Affairs', 'Ministry of Power']",73,3
1083,Veer,Pal,Male,Tamil Nadu,"['Ministry of Youth Affairs and Sports', 'Ministry of Culture', 'Ministry of Company Affairs']",50,46
1084,Kian,Pal,Male,Bihar,"['Ministry of Law and Justice', 'PM Speech', 'Ministry of Tourism', 'Ministry of Housing and Urban Affairs']",38,71
1085,Advik,Anand,Male,Maharashtra,"['Ministry of Electronics and IT', 'Ministry of Petroleum and Natural Gases', 'PM Speech', 'Ministry of Civil Aviation']",38,1
1086,Aarohi,Bajwa,Female,West Bengal,"['Ministry of Defence', 'Ministry of Communications']",15,38
1087,Ahana,Bhasin,Female,Goa,"['Ministry of Information and Broadcasting', 'Ministry of Civil Aviation']",62,57
1088,Aaryan,Malhotra,Female,Tamil Nadu,"['Ministry of Steel', 'Ministry of Housing and Urban Affairs', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Law and Justice']",17,4
1089,Mohammed,Mehta,Female,Odisha,"[""Prime Minister's Office"", 'Ministry of Housing and Urban Affairs', 'UPSC']",60,40
1090,Ananya,Ahuja,Male,Tamil Nadu,"['UPSC', 'Department of Atomic Energies', 'Ministry of Defence']",72,97
1091,Aaradhya,Gokhale,Female,Himachal Pradesh,['UPSC'],61,27
1092,Arjun,Bajwa,Male,Dadra and Nagar Haveli,"['Ministry of Tourism', 'Ministry of Company Affairs']",99,40
1093,Veer,Gupta,Male,Jammu and Kashmir,"['Ministry of Commerce and Industry', 'AYUSH']",73,68
1094,Darsh,Gokhale,Male,Himachal Pradesh,"['Ministry of External Affairs', 'Ministry of Electronics and IT']",85,58
1095,Advik,Jha,Male,Arunachal Pradesh,"[""Prime Minister's Office"", 'Ministry of Tribal Affairs', 'Ministry of Housing and Urban Affairs']",13,42
1096,Arnav,Sachdev,Male,Chandigarh,['AYUSH'],81,1
1097,Dhruv,Jha,Male,Odisha,"['AYUSH', 'Ministry of Youth Affairs and Sports']",98,57
1098,Sara,Lal,Female,Dadra and Nagar Haveli,['Ministry of Petroleum and Natural Gases'],82,39
1099,Vivaan,Chandra,Female,Telangana,['Ministry of Civil Aviation'],12,27
1100,Shaurya,Balakrishna,Male,Himachal Pradesh,['Ministry of Defence'],23,54
1101,Kian,Parekh,Male,Punjab,"['Ministry of Coal', 'Department of Atomic Energies']",39,51
1102,Veer,Bedi,Female,Manipur,"['Ministry of Information and Broadcasting', ""Prime Minister's Office"", 'Ministry of Defence', 'Ministry of Culture']",13,49
1103,Shanaya,Sachdev,Male,Uttar Pradesh,"['Ministry of Company Affairs', 'Ministry of Power', 'Ministry of Culture']",10,49
1104,Iraa,Chowdhury,Male,Chandigarh,"['PM Speech', 'Ministry of Agriculture and Farmers Welfare']",56,95
1105,Dhruv,Gokhale,Male,Manipur,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Housing and Urban Affairs']",23,84
1106,Ishaan,Basu,Female,Uttarakhand,"['Ministry of Petroleum and Natural Gases', 'Ministry of Culture', 'Ministry of Tribal Affairs', 'UPSC']",91,97
1107,Advaith,Khurana,Female,Haryana,"['Ministry of Commerce and Industry', 'Ministry of External Affairs', 'Ministry of Electronics and IT']",87,53
1108,Advaith,Gill,Female,Telangana,['Ministry of Petroleum and Natural Gases'],92,97
1109,Anaya,Dewan,Male,Andhra Pradesh,"['Ministry of Coal', 'Ministry of External Affairs']",75,85
1110,Aaradhya,Singh,Female,Telangana,"['AYUSH', 'Ministry of Power', 'Ministry of Communications', 'Ministry of Commerce and Industry']",83,46
1111,Anya,Kumar,Female,Chhattisgarh,"['Ministry of Company Affairs', 'AYUSH', 'Ministry of Commerce and Industry', 'Ministry of Information and Broadcasting']",55,27
1112,Aadhya,Basu,Male,Mizoram,"['Ministry of Defence', 'Ministry of External Affairs', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Culture']",90,67
1113,Eva,Ganguly,Male,Rajasthan,"['Ministry of Commerce and Industry', 'Ministry of External Affairs']",60,90
1114,Ananya,Datta,Male,Bihar,"[""Prime Minister's Office"", 'Ministry of Power']",49,67
1115,Ritvik,Naidu,Female,Telangana,"['AYUSH', 'Ministry of Commerce and Industry', 'Ministry of Law and Justice', 'Ministry of Company Affairs']",10,61
1116,Aarav,Gokhale,Male,Bihar,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Communications', 'Ministry of Tribal Affairs', 'Ministry of Youth Affairs and Sports']",30,38
1117,Darsh,Sachdev,Male,Lakshadweep,"['Ministry of Civil Aviation', 'Ministry of Electronics and IT', 'Ministry of Culture', 'Ministry of Law and Justice']",75,36
1118,Saanvi,Pal,Female,Dadra and Nagar Haveli,"['Ministry of Civil Aviation', 'Ministry of Defence', 'Ministry of Agriculture and Farmers Welfare']",65,45
1119,Vivaan,Chawla,Male,Maharashtra,"['Ministry of Information and Broadcasting', 'Ministry of Power']",76,55
1120,Pranav,Lal,Male,Rajasthan,"['Ministry of Commerce and Industry', 'UPSC']",39,28
1121,Ananya,Ahuja,Female,Dadra and Nagar Haveli,"['Ministry of Civil Aviation', 'Ministry of Communications', 'Ministry of Culture']",56,10
1122,Advik,Jha,Female,Dadra and Nagar Haveli,"['Ministry of Coal', 'AYUSH', 'Ministry of Electronics and IT']",49,52
1123,Ananya,Bhasin,Female,Haryana,"['UPSC', 'Ministry of Law and Justice']",28,55
1124,Ananya,Das,Male,Andaman and Nicobar Islands,"['PM Speech', 'Ministry of Housing and Urban Affairs', 'Ministry of Power', 'Ministry of Youth Affairs and Sports']",97,49
1125,Aadhya,Dubey,Female,Lakshadweep,"['Ministry of Tribal Affairs', 'Ministry of Steel', 'Ministry of Electronics and IT', 'Ministry of Law and Justice']",65,86
1126,Aditya,Parekh,Female,Karnataka,"['Department of Atomic Energies', 'Ministry of Law and Justice']",25,2
1127,Myra,Gandhi,Female,Uttarakhand,['Ministry of Company Affairs'],19,33
1128,Riya,Bajwa,Male,Mizoram,"['Ministry of Culture', 'Ministry of Company Affairs', 'Ministry of Steel']",49,85
1129,Vivaan,Gupta,Male,Andhra Pradesh,"[""Prime Minister's Office""]",52,94
1130,Riya,Kaur,Female,Andaman and Nicobar Islands,"['UPSC', 'Ministry of Steel']",94,79
1131,Atharva,Khurana,Female,Delhi,['Ministry of Petroleum and Natural Gases'],51,22
1132,Veer,Chandra,Male,Sikkim,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Petroleum and Natural Gases']",48,73
1133,Ananya,Chowdhury,Female,Karnataka,"['Ministry of Tourism', 'Ministry of Agriculture and Farmers Welfare']",94,53
1134,Kian,Mehta,Female,Rajasthan,"['Ministry of Law and Justice', 'Ministry of External Affairs']",68,85
1135,Aarush,Bakshi,Male,Uttar Pradesh,['Ministry of Civil Aviation'],14,8
1136,Diya,Ganguly,Female,Nagaland,"['Ministry of Science and Technology', 'Ministry of Communications']",12,89
1137,Sara,Purohit,Female,Dadra and Nagar Haveli,['PM Speech'],14,30
1138,Angel,Kapoor,Male,Andhra Pradesh,"['Ministry of Science and Technology', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Housing and Urban Affairs']",81,69
1139,Anya,Gandhi,Male,Arunachal Pradesh,"['Ministry of Tourism', 'PM Speech', 'Ministry of Steel']",2,57
1140,Anya,Bajwa,Female,Telangana,"['Ministry of Commerce and Industry', 'Ministry of Power', 'Ministry of Company Affairs', 'Ministry of Information and Broadcasting']",97,70
1141,Aayan,Chakrabarti,Male,Odisha,"['Ministry of Commerce and Industry', 'AYUSH']",76,46
1142,Arjun,Pal,Female,Uttarakhand,['Ministry of Science and Technology'],58,28
1143,Ahana,Saraf,Others,Punjab,"['Ministry of Youth Affairs and Sports', ""Prime Minister's Office"", 'PM Speech']",71,51
1144,Aaradhya,Parekh,Male,Andhra Pradesh,"['Ministry of Civil Aviation', 'Ministry of Agriculture and Farmers Welfare']",32,20
1145,Aaryan,Bedi,Female,Karnataka,"['Ministry of Power', 'Ministry of Commerce and Industry', 'Ministry of Defence', 'Ministry of Agriculture and Farmers Welfare']",59,73
1146,Kabir,Sachdev,Male,Himachal Pradesh,['Department of Atomic Energies'],11,2
1147,Dhruv,Khanna,Male,Puducherry,['Ministry of Civil Aviation'],17,77
1148,Vihaan,Kohli,Female,Dadra and Nagar Haveli,"['AYUSH', 'Ministry of External Affairs', 'Ministry of Company Affairs', 'Ministry of Law and Justice']",51,45
1149,Ishaan,Gandhi,Female,Daman and Diu,"['Ministry of Steel', 'Ministry of Law and Justice', 'Ministry of Science and Technology']",24,90
1150,Anaya,Gupta,Male,Madhya Pradesh,"['Ministry of Civil Aviation', 'Ministry of Power', 'Ministry of Petroleum and Natural Gases']",91,58
1151,Pranav,Khurana,Male,Chhattisgarh,['UPSC'],82,79
1152,Siya,Laghari,Male,Odisha,['Ministry of Commerce and Industry'],8,69
1153,Advik,Singh,Female,Uttar Pradesh,"['Ministry of Tourism', 'Ministry of Housing and Urban Affairs', 'PM Speech']",48,61
1154,Aarav,Singh,Female,Odisha,['Ministry of Communications'],80,47
1155,Anaya,Biswas,Female,Assam,"['Ministry of Power', 'Ministry of External Affairs']",87,65
1156,Aditya,Ahuja,Male,Karnataka,['Ministry of Housing and Urban Affairs'],36,54
1157,Aditya,Sachdev,Female,Jharkhand,"['UPSC', 'Ministry of Power', 'Ministry of Commerce and Industry', 'AYUSH']",53,93
1158,Aarohi,Khatri,Female,Chhattisgarh,['Ministry of Science and Technology'],92,72
1159,Pranav,Das,Female,Arunachal Pradesh,"['Ministry of Youth Affairs and Sports', 'Ministry of Company Affairs', 'Ministry of Commerce and Industry', 'Ministry of Petroleum and Natural Gases']",83,71
1160,Aarohi,Gill,Female,Assam,"['Ministry of Steel', 'Ministry of Tribal Affairs', 'UPSC', 'Ministry of Company Affairs']",4,57
1161,Advik,Khurana,Male,Rajasthan,"['Department of Atomic Energies', 'Ministry of Tribal Affairs', 'UPSC']",27,47
1162,Sara,Kumar,Male,Odisha,['Ministry of Law and Justice'],93,4
1163,Navya,Laghari,Female,Goa,"['UPSC', ""Prime Minister's Office"", 'Ministry of Law and Justice']",96,30
1164,Mohammed,Chakrabarti,Female,Punjab,['Ministry of Company Affairs'],86,35
